,cs_sentences,en_sentences,es_sentences
128,"kurtney tenía that big , pretty velo and camino y uno swore that allá was a hermoso vestido underneath , y él justo looks como a corsé mini dress straight out de Bershka .","Kourtney had that big , pretty veil and trail and one swore that there was a beautiful dress underneath , and it just looks like a corset mini dress straight out of Bershka .
","Kourtney tenía ese velo grande y bonito y uno jurando que había un vestido bellísimo debajo , y parece un mini vestido con corsé sacado directamente de Bershka .
"
129,"Men , I tenía never tenía entonces many people como , golpeando on me y damn … it ' s crazy , él ' s a whole new world .","Men , I had never had so many people like , hitting on me and damn … it 's crazy , it 's a whole new world .
","Men , jamas había tenido tanta gente como , coquetear conmigo y maldita sea ... es una locura , es un mundo completamente nuevo .
"
130,"Si el mundo era ending , spanglish versión mentalmente teleports a mí to when there was cuarentena .","If the world was ending , spanglish version mentally teleports me to when there was quarantine .
","Si el mundo se acabara , versión spanglish me teletransporta mentalmente a cuando habia cuarentena .
"
131,"The only uno , OMS poder repetir el championship .","The only one , who can repeat the championship .
","El único , que puede repetir campeonato .
"
132,Sí you can amigo y you consiguió this .,"yes you can friend and you got this .
","Si se puede amiga y tienes esto .
"
133,"ah , it ca n't ser , eso debería be a mí .","Ah , it ca n't be , that should be me .
","Ah , no puede ser , ese debería ser yo .
"
134,Él has a mí crazy .,"It has me crazy .
","Me tiene loco .
"
135,"She consiguió a mí discurso espanglish , baby hacer n't tú understand ?","She got me speaking Spanglish , baby do n't you understand ?
","Ella me tiene hablando spanglish , baby , ¿ no lo entiendes ?
"
136,We ca n't wait eso largo .,"We ca n't wait that long .
","No podemos esperar tanto tiempo .
"
137,"And eso ' s ok bebé , the importante thing is eso tú llevar el tiempo to descansar y heal hasta tú feel como yourself again .","And that 's ok baby , the important thing is that you take the time to rest and heal until you feel like yourself again .
","And that's ok baby , lo importante es que te tomes el tiempo de descansar y sanar hasta que te sientas como tú otra vez .
"
138,"I ' ve solo estado googling his platform para tres días , but entonces lejos I do n't like it very mucho .","I 've only been googling his platform for three days , but so far I do n't like it very much .
","Solo he estado buscando en Google su plataforma durante tres días , pero hasta ahora me cae super mal .
"
139,"Pero , maybe más tarde nosotros can discuss the álbum , I think it voluntad be beautiful después todo this .","But , maybe later we can discuss the album , I think it will be beautiful after all this .
","Pero , tal vez más adelante podamos discutir el álbum , creo que será hermoso después de todo esto .
"
140,"Hacer Nuevo Testamento get tired incluso if tú want a , always ser the better persona .","Do n't get tired even if you want to , always be the better person .
","No te canses aunque lo deses , sé siempre mejor persona .
"
141,A pesar de the iron thing would Nuevo Testamento surprise me .,"Although the iron thing would n't surprise me .
","Aunque lo del hierro no me sorprendería .
"
142,I ' m going a hacer school tirador .,"I 'm going to do school shooter .
","Me voy a hacer school shooter .
"
143,"Si you do n't fallar you ' re incluso not trying , cuando tú stop aprendiendo your mind se detiene growing , sumergirse yourself among positivo y beautiful people .","If you do n't fail you 're even not trying , when you stop learning your mind stops growing , immerse yourself among positive and beautiful people .
","Si no fallas ni siquiera lo estás intentando … Cuando paras de aprender tu mente para de crecer … Sumérgete entre gente positiva y hermosa .
"
144,I absolutely love cuando mi Jonathan gives me forehead besos .,"I absolutely love when my Jonathan gives me forehead kisses .
","Me encanta cuando mi Jonathan me da besos en la frente .
"
145,I apuesta you think acerca de a mí cuando tú see Thor cosa .,"I bet you think about me when you see Thor stuff .
","Apuesto a que piensas en mí cuando ves cosas de Thor .
"
146,"I justo escuchó él , super bien too .","I just heard it , super good too .
","Lo acabo de escuchar , super bueno tambien .
"
147,This fade puede ser too corto . Oh God . ( I poder no be culpada for what is said porque de google . ),"This fade may be too short . Oh God . ( I can not be blamed for what is said because of google . )
","Este desvanecimiento puede ser demasiado corto . Oh Dios . ( No se me puede culpar por lo que se dice debido a google ) .
"
148,"Ok , but which transmisión platform tiene todo el Winx seasons ?","Ok , but which streaming platform has all the Winx seasons ?
","Ok , pero ¿ qué plataforma de transmisión tiene todas las temporadas de Winx ?
"
149,Nobody has el perfecto vida .,"Nobody has the perfect life .
","Nadie tiene la vida perfecta .
"
150,"My argumento has evidencia , unlike tuyo , eso ’ s why you California n't debate , cause you know I ' m bien .","My argument has evidence , unlike yours , that ’s why you ca n't debate , cause you know I 'm right .
","Mi argumento tiene pruebas , a diferencia del tuyo , por eso no puedes debatir , porque sabes que tengo razón .
"
151,Bebe tiene a ellos interino estúpido .,"Bebe has them acting stupid .
","Bebe los tiene actuando estúpido .
"
152,They are hechos hace not tener to hurt .,"They are facts does not have to hurt .
","Son hechos no tiene que doler .
"
153,""" Allá ' s aún time , "" no but I do n't want to .",""" There 's still time , "" no but I do n't want to .
",""" Aun hay tiempo "" , no pero no quiero .
"
154,"Vivir para yourself , para fuck ' s sake .","Live for yourself , for fuck 's sake .
","Vive por ti mismo , por el amor de Dios .
"
155,"A veces I get triste and entonces I remind mí mismo that I soy a fucking estúpido eso tiene No idea what el fuck ella ' s haciendo y then I get even más sad , pero de todos modos , mirar how cute I miró under azul luz .","Sometimes I get sad and then I remind myself that I am a fucking idiot that has no idea what the fuck she 's doing and then I get even more sad , but anyways , look how cute I looked under blue light .
","A veces me pongo triste y después me recuerdo que soy una maldita idiota que no tiene idea de qué diablos está haciendo y luego me pongo aún más triste , pero de todos modos , mira qué linda me veía bajo la luz azul .
"
156,"After este six - año term , they will difícilmente ver su face again in eventos like estos , cómo embarrassing to escuchar as a vocero to this fraud who made the country one de el el peor en statistics pendiente a su horrible management of COVID-19 .","After this six - year term , they will hardly see your face again in events like these , how embarrassing to listen as a speaker to this fraud who made the country one of the worst in statistics due to his terrible management of Covid-19 .
","Después de este sexenio dificilmente volveran a verte la cara en eventos como estos , que vergüenza escuchar como orador a este fraude que hizo del país uno de los peores en estadísticas por su pésima gestión del Covid-19 .
"
157,"Some tener mami asuntos , others daddy asuntos , I tener familia issues .","Some have mommy issues , others daddy issues , I have family issues .
","Unos tienen problemas con mamá , otros problemas con papá , yo tengo problemas con la familia .
"
158,"No , ey ser amar , be tú mismo , incluso si you yourself son down .","No , hey self love , be yourself , even if you yourself are down .
","No , eyy amor propio , sé tú mismo , aunque tú mismo estés abajo .
"
159,"elon Almizcle is a cerdo , but a cerdo con freaking money , a pesar de the monkey vestidos in seda , a mono he stays .","Elon Musk is a pig , but a pig with freaking money , although the monkey dresses in silk , a monkey he stays .
","Elon Musk es un cerdo , pero un cerdo con maldito dinero , aunque el mono se vista de seda , el mono se queda .
"
160,Pensamiento though i poder totally see it .,"Thinking though i can totally see it .
","Pensando aunque puedo verlo totalmente .
"
161,"Although I tener n't gotten where I desear , I wo n't alguna vez come atrás dónde I used a be .","Although I have n't gotten where I want , I wo n't ever come back where I used to be .
","Aunque no he llegado a donde yo quiero , no volveré nunca a donde solía estar .
"
162,"Fuck el government , todo mi amigos son from Alabama - Qaeda .","Fuck the government , all my homies are from Al - Qaeda .
","A la mierda el gobierno , todos mis amigos son de Al-Qaeda .
"
163,"Mi ex really enviado un mensaje de texto me dicho “ tú are mío y you voluntad always be , "" hermano it ' s been 4 years … .. hacer Nuevo Testamento you tener a girlfriend ?","My ex really texted me saying “ you are mine and you will always be , ” bro it ’s been 4 years … .. do n’t you have a girlfriend ?
","Mi ex realmente me envió un mensaje de texto diciendo "" vos sos mia y siempre serás "" , hermano , han pasado 4 años ... ¿ no tienes novia ?
"
164,"Ellos always tell a mí no to be entonces inseguro , I ' metro intentando my mejor .","They always tell me not to be so insecure , I 'm trying my best .
","siempre me dicen que no sea tan inseguro , estoy haciendo mi mejor esfuerzo .
"
165,For haciendo entonces muchos blowjobs .,"For doing so many blowjobs .
","Por hacer tantos mamadas .
"
166,I was in a stand arriba comedia .,"I was in a stand up comedy .
","Estaba en una comedia de pie .
"
167,"I era in a gay club , lol , that ' s my pequeño jovencito boy .","I was in a gay club , lol , that 's my little twink boy .
","Estaba en un club gay , jajaja , that's my little twink boy .
"
168,"Tal vez it ' s tiempo to get back into F1 because this es some good culo carreras , I pensamiento I was mirando GT3 para a poco .","Maybe it 's time to get back into F1 because this is some good ass racing , I thought I was watching GT3 for a bit .
","Tal vez es hora de volver a la F1 porque esta es una buena carrera , pensé que estaba viendo GT3 por un momento .
"
169,"Oh mi gosh , that ' s también mucho con este fallido gobierno !","Oh my gosh , that 's too much with this failed government !
","¡ Oh , Dios mío , eso es demasiado con este gobierno fallido !
"
170,I ' m going a cosplay Marshall Sotavento ( Marceline ' s genderbend ) .,"I 'm going to cosplay Marshall Lee ( Marceline 's genderbend ) .
","Voy a hacer cosplay de Marshall Lee ( genderbend de Marceline ) .
"
171,"Baby , I ' metro going to hacer tú a baby .","Baby , I 'm going to make you a baby .
","Baby , te voy a hacer un nene .
"
172,I desear a make matching trajes con you .,"I want to make matching outfits with you .
","Quiero hacer outfits a juego contigo .
"
173,"And eso laura is sad , por qué are you mintiendo ?","And that Laura is sad , why are you lying ?
","Y que Laura esta triste , por que mientes ?
"
174,She was en the confesional donación no folla acerca de OMS ella was partida .,"She was in the confessional giving no fucks about who she was leaving .
","Ella estaba en el confesionario sin importarle quién se iba .
"
175,Llevar me back to when Pussydon was activo .,"Take me back to when Pussydon was active .
","Take me back a cuando Pussydon estaba activo .
"
176,"These dos hacer Nuevo Testamento conseguir cansado de harassing each other , che , I saber qué tú son .","These two do n't get tired of harassing each other , che , I know what you are .
","No se cansan de chamuyarse estos dos , che , sé lo que eres .
"
177,Colorante tutorial es cuando ?,"Coloring tutorial is when ?
","Tutorial para colorear para cuando ?
"
178,I debería tener known something era equivocado when I comenzó ocultación alguno of our interacciones from my mejor friend .,"I should have known something was wrong when I started hiding some of our interactions from my best friend .
","Debería haber sabido que algo andaba mal cuando comencé a ocultarle parte de nuestras interacciones con mi mejor amigo .
"
179,"Cuando the plan is to ir para iced coffee , shopping , cena y drinks .","When the plan is to go for iced coffee , shopping , dinner and drinks .
","Cuando el plan es café helado , de compras , cena y bebidas .
"
180,"Ellos ' todos be like , “ Terry , I gastar mi every despertando thought wishing al your demise , "" y I ' d ser like aw , I love tú también .","They 'll be like , “ Terry , I spend my every waking thought wishing upon your demise , ” and I 'd be like aw , I love you too .
","Serán como , "" Terry , paso todos mis pensamientos despiertos deseando tu muerte "" , y yo diría aw , yo también te amo .
"
181,"I haría do Sabana , I justo sentir more real sur and also huge I ' m a fan of Para descanso .","I would do Savannah , I just feel more real south and also huge I 'm a fan of Forrest .
","Yo haría Savannah , me siento más real del sur y también soy un gran fanático de Forrest .
"
182,I miss you también !,"I miss you too !
","¡ Te extraño tambien !
"
183,"Very feliz y orgulloso to no ver mí mismo en este Pío , studying with tú is también a morale refuerzo .","Very happy and proud to not see myself in this tweet , studying with you is also a morale booster .
","Muy feliz y orgullosa de no verme en este tuit , cursar con vos también es un impulso de moral .
"
184,"I ya told tú , but I ' ll decir él again , feliz happy happy 25th birthday .","I already told you , but I 'll say it again , happy happy happy 25th birthday .
","Ya te lo había dicho , pero lo diré de nuevo , feliz feliz feliz 25 cumpleaños .
"
185,"I had forgotten eso I soy más alto than tú , I love tú short rey .","I had forgotten that I am taller than you , I love you short king .
","Había olvidado que soy más alto que tú , te amo rey bajo .
"
186,"Please look después me , él ca Nuevo Testamento ser .","Please look after me , it ca n't be .
","Por favor cuídame , no puede ser .
"
187,Cómo can it be so goddamn beautiful .,"How can it be so goddamn beautiful .
","Como puede ser tan malditamente hermoso .
"
188,"So , I went to a club en miami called Rosario ; as they eran voladura Perreo ( de todo music ) the anfitrión , a blanco chica , sizes a mí arriba y tells my amigo ( probable porque ella thought I hizo Nuevo Testamento speak Español ) , “ the negro girl is también much , ella ca Nuevo Testamento come en , Lo siento , "" while she let a blanco girl en con el same arriba como a mí .","So , I went to a club in Miami called Rosario ; as they were blasting Perreo ( of all music ) the host , a white girl , sizes me up and tells my friend ( likely because she thought I did n't speak Spanish ) , “ the black girl is too much , she ca n’t come in , sorry , ” while she let a white girl in with the same top as me .
","Entonces , fui a un club en Miami llamado Rosario ; mientras escuchaban Perreo ( de todos los tipos de música ) la anfitriona , una blanca , me evalúa y le dice a mi amiga ( probablemente porque pensó que no hablaba español ) , "" la negra es demasiado , no puede entrar , lo siento "" , mientras dejó entrar a una chica blanca con la misma blusa que yo .
"
189,"I hacer Nuevo Testamento tener papá asuntos , mi father tiene daughter issues .","I do n't have daddy issues , my father has daughter issues .
","Yo no tengo problemas con mi padre , mi padre tiene problemas con su hija .
"
190,"I like spring but at el same time I hacer n't porque , qué ' s going en with este motherfucking clima ?","I like spring but at the same time I do n't because , what 's going on with this motherfucking weather ?
","Me gusta la primavera pero al mismo tiempo no porque , ¿ qué está pasando con este clima de mierda ?
"
191,"Pero no so much ya no , I ' metro so happy about eso .","But not so much anymore , I 'm so happy about that .
","Pero ya ni tanto , estoy tan feliz por eso .
"
192,"I pensar el mismo , invierno makes a mí mirar entonces good .","I think the same , winter makes me look so good .
","Opino lo mismo , el invierno me hace ver tan bien .
"
193,"Ahora that I am with varios proyectos , I am yendo to cita uno de mi referencias : "" Cada single aspect de haciendo películas is a giant dolor in el culo , y it ' s nunca worth it . ""","Now that I am with several projects , I am going to quote one of my references : "" Every single aspect of making movies is a giant pain in the ass , and it 's never worth it . ""
","Ahora que estoy con varios proyectos voy a citar a uno de mis referentes : "" Cada aspecto de hacer películas es un gran dolor en el trasero , y nunca vale la pena "" .
"
194,"I amar "" Ser For You "" , a pesar de I en realidad hacer n't mendigar para anyone .","I love "" Be For You "" , although I really do n't beg for anyone .
","Me encanta "" Be For You "" , aunque en realidad no ruego por nadie .
"
195,"I desear to vivir to ser 102 , y healthy con el ability a decir my grandchildren y excelente grandchildren amar cuentos , incluso if él ' s no from su grandfather .","I want to live to be 102 , and healthy with the ability to tell my grandchildren and great grandchildren love stories , even if it 's not from your grandfather .
","Quiero vivir hasta los 102 años y ser saludable con la capacidad de contarles a mis nietos y bisnietos historias de amor , aunque no sea de su abuelo .
"
196,Although cada time I correr afuera of social battery él restos mi mood porque I hacer n't desear to extrañar afuera on anything o make otro gente uncomfortable .,"Although every time I run out of social battery it ruins my mood cuz I do n't want to miss out on anything or make other people uncomfortable .
","Aunque cada vez que se me acaba la batería social arruina mi estado de ánimo porque no quiero perderme nada o hacer que otras personas se sientan incómodas .
"
197,i ’ metro disfrutando este believe it or not .,"i ’m enjoying this believe it or not .
","Estoy disfrutando esto aunque usted no lo crea .
"
198,"Bueno and nosotros siempre ganar , qué ' s your punto ?","Okay and we always win , what 's your point ?
","Okay y siempre ganamos , ¿ cuál es tu punto ?
"
199,OMS would say eso Mbappe knows cómo to pararse arriba .,"Who would say that Mbappe knows how to stand up .
","Quien diría que Mbappé sabe hacer stand up .
"
200,"I miss yendo a el gimnasia y haciendo a bien ejercicio , but I necesidad to llevar cuidado of myself the primero semanas .","I miss going to the gym and doing a good workout , but I need to take care of myself the first weeks .
","Echo de menos ir al gimnasio y hacer un buen entrenamiento , pero necesito cuidarme las primeras semanas .
"
201,Doing homework con Selva en the fondo es mi passion .,"Doing homework with Jungle in the background is my passion .
","Hacer tarea con Jungle de fondo es mi pasión .
"
202,"Mirando alguien morir and doing nada , no the mejor sentimiento allá is .","Watching someone die and doing nothing , not the best feeling there is .
","Ver a alguien morir y no hacer nada , no es el mejor sentimiento que existe .
"
203,""" I was n't ready a romper arriba . """,""" I was n't ready to break up . ""
","“ No estaba listo para romper ” .
"
204,I era ventana compras .,"I was window shopping .
","Estaba mirando escaparates .
"
205,Estos fucking visuales .,"These fucking visuals .
","Estos putos visuales .
"
206,"What was él haciendo painting ? He ' s entonces loco , amar him .","What was he doing painting ? He 's so crazy , love him .
","¿ Que hacia pintando ? está tan loco , lo amo .
"
207,"She lanza her hair back , él Es porque haces lo mínimo indispensable y re still a rey .","She throws her hair back , it 's because you do the bare minimum and you 're still a king .
","Se echa el pelo hacia atras , es que haces lo minimo y sigues siendo rey .
"
208,"ah , I como fideos sopa , even when él ' s caliente .","Ah , I like noodle soup , even when it 's hot .
","Ah , me gusta la sopa de fideo , aunque haga calor .
"
209,"Although ellos throw piedras and más stones en me , I dicho what él necesario a be dicho .","Although they throw stones and more stones at me , I said what it needed to be said .
","Aunque me abienten piedras y mas piedras , dije lo que hay que decir .
"
210,I siempre feel malo porque I ' metro not a morning person at all .,"I always feel bad because I 'm not a morning person at all .
","Siempre me siento mal porque no soy para nada una persona mañanera .
"
211,"Y’all got ejército de reserva abierto y ’ all heart a the world and a el gente that care about tú , otherwise tú will siempre ser infeliz with vida , nada voluntad satisfy you con su “ víctima to vida "" attitude .","Y’all got ta open y’ all heart to the world and to the people that care about you , otherwise you will always be unhappy with life , nothing will satisfy you with your “ victim to life ” attitude .
","Tienes que abrir tu corazón al mundo y a las personas que se preocupan por ti , si no , siempre vas a estar infeliz con la vida , nada te va a satisfacer con tu actitud de “ victima a la vida . ”
"
212,"I abstenerse de commenting , I think I tener a problema .","I refrain from commenting , I think I have a problem .
","Me abstengo de hacer comentarios , creo que tengo un problema .
"
213,"Horror the jotas who desear to make poligamia happen , it ’ s not gon n / A suceder .","Horror the jotes who want to make polygamy happen , it ’s not gon na happen .
","Horror los jotes que quieren hacer que la poligamia suceda , no va a pasar .
"
214,"Qué voluntad these shameless believe , everyone knows tú do n't ir to weddings para love .","What will these shameless believe , everyone knows you do n't go to weddings for love .
","Que sera lo que se creen estos sin vergüenza , todos saben que no se va a las bodas por amor .
"
215,"You go for alimento , fiesta y open bar .","You go for food , party and open bar .
","Tu vas para comida , fiesta y barra libre .
"
216,Arthur has been a dolor todo these meses so I ' metro glad of a él solo because he es no yendo to ser whinnying about Antonio ser dense .,"Arthur has been a pain all these months so I 'm glad of him only because he is not going to be whinnying about Antonio being dense .
","Arthur ha sido un dolor de cabeza todos estos meses así que me alegro de el solo porque no se va a quejar de que Antonio es tonto .
"
217,Primero you got ejército de reserva inhale the aire en your pulmones .,"First you got ta inhale the air into your lungs .
","Primero tienes que inhalar el aire hacia los pulmones .
"
218,Why did ellos have a matón people OMS did cosplay tiktoks with exaggerated faces afuera of the app ?,"Why did they have to bully people who did cosplay tiktoks with exaggerated faces out of the app ?
","Por que tenian que bully a la gente que hacia tiktoks en cosplay con caras exageradas out of the app ?
"
219,"Tú hacer Nuevo Testamento tener to ser Lo siento para leaving y creciente arriba , no , Bueno , allá was No necesidad .","You do n't have to be sorry for leaving and growing up , no , well , there was no need .
","No tienes que arrepentirte de irte y crecer , no , bueno , no hacía falta .
"
220,"In hecho , aquí I am , gritando en homosexualidad .","In fact , here I am , screaming in homosexuality .
","De hecho , aquí estoy , gritando en homosexual .
"
221,"I like a white hombre y I get dragged , I odiar este , I deserve better .","I like a white man and I get dragged , I hate this , I deserve better .
","Me gusta un hombre blanco y me arrastran , odio esto , merezco algo mejor .
"
222,"Okay okay todo es Bueno , time a dormir now , yes .","Okay okay all is well , time to sleep now , yes .
","Okay okay todo está bien , a mimir ahora , si .
"
223,Very proud de my Barcita y todo they ' ve logrado este estación after todo eso tiene sucedió .,"Very proud of my Barcita and everything they 've accomplished this season after everything that has happened .
","Muy orgulloso de mi Barcita y de todo lo que han logrado esta temporada después de todo lo que ha pasado .
"
224,"The casa huele like café y papas from a little pre - brunch breakfast antes the antes del juego , life is bien , I amar you Benito .","The house smells like coffee and potatoes from a little pre - brunch breakfast before the pregame , life is good , I love you Benito .
","La casa huele a café y papas de un pequeño desayuno antes del almuerzo antes del juego , la vida es buena , te quiero Benito .
"
225,I was Nuevo Testamento listo para the romper up .,"I was n't ready for the break up .
","No estaba listo para el rompimiento .
"
226,El audio engineers are estallando their pussies with estos vivir actuaciones .,"The audio engineers are popping their pussies with these live performances .
","Los ingenieros de audio están haciendo estallar sus coños con estas presentaciones en vivo .
"
227,I hate estos recuerdos .,"I hate these flashbacks .
","Odio estos flashbacks .
"
228,"What el Mierda , taylor Swift did n't rock ?","What the fuck , Taylor Swift did n't rock ?
","¿ Qué carajo , Taylor Swift no hacia el rock ?
"
229,"I ' metro in the auto a Cannes , él ' s encima for tú .","I 'm in the car to Cannes , it 's over for you .
","Estoy en el coche hacia Cannes , se acabó para ti .
"
230,Él tiene made us luz de gas .,"It has made us gaslight .
","Nos ha hecho gaslighting .
"
231,I have por inadvertencia made a fósforo con a Spaniard .,"I have inadvertently made a match with a Spaniard .
","He hecho match sin querer con un español .
"
232,"I ' m no entusiasmado , no , I hate playa volleyball , pero vida ' s like that a veces .","I 'm not excited , no , I hate beach volleyball , but life 's like that sometimes .
","No estoy emocionada , no , odio el volley playa , pero la vida es así a veces .
"
233,"“ Latino culture es muy machista , "" benito says .","“ Latino culture is very machista , ” Benito says .
","“ La cultura latina es muy machista ” , dice Benito .
"
234,"Él ' s triste pero there son a lot of sexist , inseguro , machista hombres aquí who ca n't trato con the idea their girlfriend is independiente , intelligent and exitoso .","It 's sad but there are a lot of sexist , insecure , machista men here who ca n't deal with the idea their girlfriend is independent , intelligent and successful .
","Es triste , pero aquí hay muchos hombres sexistas , inseguros y machistas que no pueden aceptar la idea de que su novia es independiente , inteligente y exitosa .
"
235,Not me y my super macho uncle vinculación over selling sunset and ser team cristina .,"Not me and my super macho uncle bonding over selling sunset and being team Christine .
","No mi tío súper machista y yo nos unimos por vender Sunset y ser el equipo de Christine .
"
236,"Macho sociedad , honey !","Macho society , honey !
","¡ Sociedad machista , cariño !
"
237,Let ' s no forget when he explicado the whole class .,"Let 's not forget when he mansplained the whole class .
","No olvidemos cuando le hizo mansplaining a toda la clase .
"
238,"I California Nuevo Testamento believe eso promoción goes abajo when it ' s the fin of the estación , the calificaciones voluntad drop incluso más than el last week !","I ca n't believe that promotion goes down when it 's the end of the season , the ratings will drop even more than the last week !
","No puedo creer que baja promoción cuando es el final de temporada , ¡ los ratings caerán incluso más que la semana pasada !
"
239,"Cuando sea tú como , dejar ' s ir , but for ahora Buenas noches !","Whenever you like , let 's go , but for now Goodnight !
","Cuando gustes vamos , pero por ahora ¡ Buenas noches !
"
240,Porque él ' s mi first vida también .,"Because it 's my first life too .
","Porque es mi primera vida tambien .
"
241,"Eso ' s not Frío cualquiera , no preguntarse No homosexuales or lesbianas son en el casa , but Nuirka es Queen of el gays y bitches .","That 's not cool either , no wonder no gay or lesbians are in the house , but Nuirka is Queen of the gays and bitches .
","Eso tampoco mola , no me extraña que no haya gays ni lesbianas en la casa , pero Nuirka es la reina de los gays y las perras .
"
242,"I ya hizo pareja meses atrás , él era excelente también .","I already did couple months ago , it was great too .
","Ya lo hice hace un par de meses , también fue genial .
"
243,"Él enviado un mensaje de texto us a video de su apartment where él asked Max and rafe , “ Son we yendo to help nuestro friends ? "" y they ambos gritó , “ No ! "" they son also fed arriba with el problemas .","He texted us a video from their apartment where he asked Max and Rafe , “ Are we going to help our friends ? ” and they both shouted , “ No ! ” they are also fed up with the problems .
","Nos envió un mensaje de texto con un video desde su apartamento donde les preguntó a Max y Rafe : "" ¿ Vamos a ayudar a nuestros amigos ? "" . y ambos gritaron , “ ¡ No ! ” también están hartos de los problemas .
"
244,I tenía n't seen eso he era casi shirtless .,"I had n't seen that he was almost shirtless .
","No había visto que estaba casi sin camisa .
"
245,"mira bastard , there era a pendeja that was shouting every segundo in el film Scream 5 , y I swear I was almost acerca de to hit her si Sergio era Nuevo Testamento allá .","Mira bastard , there was a pendeja that was shouting every second in the film Scream 5 , and I swear I was almost about to hit her if Sergio was n't there .
","Mira cabrón , había una pendeja que gritaba a cada segundo en la película Scream 5 , y te juro que casi le pego si no estuviera Sergio .
"
246,"Ey , I tenía n't visto the woman en el casa across the calle de the girl en el window .","Hey , I had n't seen the woman in the house across the street from the girl in the window .
","Oye , yo no había visto a la mujer en la casa al otro lado de la calle de la niña en la ventana .
"
247,Todo poder be a memes if tú ' re corajudo suficiente .,"Everything can be a meme if you 're brave enough .
","Todo puede ser un meme si eres lo suficientemente valiente .
"
248,"It 's like I ' metro intentando to compete with mí mismo , let ' s see , OMS can tener más pánico attacks en escuela in one día .","It 's like I 'm trying to compete with myself , let 's see , who can have more panic attacks in school in one day .
","Es como si estuviera tratando de competir conmigo mismo , a ver , quién puede tener más ataques de pánico en la escuela en un día .
"
249,"Mismo brother , but en miami it aspecto normal , if you ' re gon n / A ser a hoe tú consiguió ejército de reserva own él .","Same brother , but in Miami it looks normal , if you 're gon na be a hoe you got ta own it .
","Así mismo hermano , pero en Miami se ve normal , si vas a ser un hoe tienes que poseerlo .
"
250,"Para reunirse , si anyone is interested en comercio el ticket we can meet arriba on el day before el concierto o el concierto day itself .","For meetup , if anyone is interested in trading the ticket we can meet up on the day before the concert or the concert day itself .
","Para quedar , si alguien está interesado en canjear la entrada , podemos encontrarnos el día antes del concierto o el mismo día del concierto .
"
251,Crazy how everyone always dicho tiempo moscas después you graduado alto school y you never creer él hasta tú ver él for yourself .,"Crazy how everyone always said time flies after you graduate high school and you never believe it until you see it for yourself .
","Loco como todos siempre decían que el tiempo vuela después de graduarse de la escuela secundaria y uno nunca lo cree hasta que lo ve por sí mismo .
"
252,Pintar from el same cepillar : Diferente perro con the same collar .,"Paint from the same brush : Different dog with the same collar .
","Pintura del mismo pincel : Distinto perro con el mismo collar .
"
253,"Pero , here you son , escribiendo in your own idioma , and no in English ; hacer Nuevo Testamento talk acerca de racism , Steven tiene estilo , the other chico is entonces tacky , do you understand now beautiful ?","But , here you are , writing in your own language , and not in English ; do n't talk about racism , Steven has style , the other guy is so tacky , do you understand now beautiful ?","Pero , aquí estás , escribiendo en tu propio idioma , y ​​no en inglés , no hables de racismo , Steven tiene estilo el otro tipo es tan vulgar . , ¿ entiendes ahora bonito ?"
